runtime,in01,in02,in03,in04
709,26,90,0,25
1145,37,-40,0,-93.6
820,39,90,0,101.1
7028,38.7,82.69,12.69,77
4147,37.78,90,90,40.55
2526,37.98,60.01,0,41.19
1261,38.03,90,0,94
1094,38,-180,-180,150
1397,39,85,0,60
13540,38,45,0,25.1
3614,38.1,-120,0,56.8
1941,38,-90,0,97.162
3612,38.5,85,90,42
1398,38.8,70,0,65.5
1028,37.8,50,20,22.69
2984,38,4.3,0,-4.3
1675,38.2,90,0,95
878,39,80,0,80.8
7535,37.79,30,0,-8.285
2274,38.5,90,0,102.4
3866,30,-85,0,20
2429,37,82.69,12.69,82
837,37.6,80,30,30
6900,39,61,0,55
2757,38.93,105,0,-30
1917,38.3,70,0,61
1432,38.2,90,0,99.78
2670,38,3,90,180
3226,38.7,82.69,12.69,76
3033,38.7,90,0,103
8268,38.1,82.69,12.69,73.5
2189,38.1,-120,0,59.5
3625,38.7,82.69,12.69,70
1780,38,90,45,64.25
6282,38.7,48,0,29.6
1480,38.03,90,0,104.8
3314,38.063,-90,0,92
1229,38.5,90,0,118.7787
2356,38.1,-120,0,60
38,28.5,90,0,75
3294,39,70,0,115
5739,38.5,90,0,102.07
2548,37.5,-20,0,-95
9798,38.7,160,65,-178
1350,37.5,-15,0,-85
4081,37.73,82.65,12.65,84.06
1689,38,-40,0,-120.8
808,37.5,0,0,-38
3195,38.067,-90,0,91.96
918,38.6,90,0,120
1080,37,-170,180,165
1023,38,72.69,12.69,55
11682,38,90,0,155
9271,36,60,0,90
6189,37.8,45,90,119
4285,33,90,15,90
1538,37.7,84,12.69,75
1348,39,80,12.69,120
1132,39,90,0,-20
3078,38.7,180,120,160
882,38,82.69,12.69,73.3
2376,37.8,0,0,-48.6
14151,38.7,82.69,12.69,81
4370,38.5,87.8,12.69,84.1
759,35,135,75,180
4377,37,-90,0,97
2461,38.2,-65,0,135
1381,38.5,90,0,98.457
9819,38.7,80,0,75
2064,39,45,0,22
1421,17,90,0,0
1635,38.7,30,25,76
3349,37.7,43,0,13.5
633,38.6,80,10,73
3644,38.7,82.69,12.69,90
1213,38.2,32.69,12.69,1
3412,38.518,90,0,102
2508,36,180,90,174
7018,39,0,34,0
3377,38.7,60.21,12.69,40.34
1308,38.8,90,0,120
12427,36.2,60,0,58
15331,38.7,72,0,80.1
872,38.3,90,0,101.5
1021,38,45,0,19
16064,38.7,180,90,178
2549,39,60,0,30
2300,37.75,0,0,-51.75
890,35,40,12.69,84.1
827,39,90,0,120
3369,37.8,0,0,-55.6
841,38.05,85,90,35.8
2479,38.7,80.5,12.69,84.1
1065,36.5,45,45,90
2263,38.1,-120,0,58.5
935,37.99,80,15,64
2423,38.7,95,150,90
1429,38.3,90,0,102
1317,38.7,90,12.69,88.1
1999,39,70,0,90
1353,38.04,-90,0,97.05
1660,39,-90,0,164
913,38,13,30,-10
3788,37.68,0,0,-56.1
4155,37.5,82.69,12.69,84.1
2715,35,90,0,100
2592,38.7,70,0,62.5
728,35,80,10,120
984,33,54,72,108
17903,38,40,0,20
991,37.9,0,0,54
1589,37.7,50,12.69,14
6077,35,55,0,15
3945,36,82.69,12.69,84.1
1195,38.1,-119.9,0,56.72
10725,38.7,82.69,12.69,75.6
539,38.7,101.32,12.69,111.1
5107,38.7,89.89,19.89,82.37
6757,39,110,12.69,16.6
1839,38.7,60.21,12.69,40.31
1592,37.78,0,0,-43.5
8693,38.22,90,0,99.73
3561,38,5,0,-25
2567,38.5,90,20,80
1707,39,90,0,101
3333,38.7,-100,93,29
1065,38.7,90,0,100
27349,25,90,0,120
2870,37.8,0,0,-45
8612,38.5,80,0,72
1691,30,82.69,12.69,67
4772,37.97,45.5,0,19.35
757,38,-90,0,0
1236,20,-90,-90,-40
5469,38.2,59.9,0,48.1
2123,15,60,0,90
5499,38,81.8,12.69,67
5747,37.71,15,15,-42.5
2663,37.88,110,90,53
6013,38.7,60,-9.99,53.69
1500,38.05,90,12.69,84.2
2180,16,90,0,0
5253,38.05,90,0,91.09
2907,38.7,-120,0,80
2758,38.7,82.69,180,-105
1617,20,90,12.69,84.1
904,37.5,30,0,8
775,38.7,82.69,12.69,84.1
1350,38.5,82.69,12.69,75.4
1405,35,82.69,12.69,80
2678,39,50,0,55
5649,27,0,-90,-90
817,38.7,60,0,45
1062,38.5,0,0,-48
7718,38,87,12.69,78
2939,37.7,43,0,14
3916,38.5,-150,180,179
4410,38.7,90,0,101.8
1090,38,80,10,66.2
1647,38.7,82.69,12.69,62
13801,38.3,70,0,60
2750,37.5,-155.9,0,-20
1078,38,65,0,50.5
2864,37.72,82.64,12.64,84.05
25,35,90,-90,0
12260,38.1,108.89,38.89,97.3
678,37.8,0,0,-49.2
3870,38.7,82.69,12.69,75.43
1369,20,14,0,0
3672,38.7,84,55,-67
731,38,90,0,-30
15580,38,-93,0,90
5388,38.24,90,0,100.99
3412,38,60,0,42
809,39,50,0,75
2419,38,-65,0,-180
4160,38.7,-90,180,-95
1088,37.9,85,15,64
8800,38,150,45,90
2033,38.7,0,150,84.1
7038,27,-135,135,-135
1141,26.8,79,0,20
3514,37.8,0,0,0
4049,38,90,90,38.5
950,39,-50,0,-109
1176,39,75,0,60
985,38.7,82.69,12.69,76.425
1479,38.7,74,0,70.26
2590,26.8,87,0,20
494,37.75,0,0,-51.8
3892,38.05,65,0,55
2509,29.5,70,0,50
1021,38.2,-90,0,125
1316,37.9,0,0,0
1027,38.7,0,90,70
19193,37.7,0,0,-22
2009,38,80,12,61
764,38,55,0,95
6125,38.5,135,0,0
2856,38.03,-92,0,90
745,26,31,0,20
924,28,-157,135,-135
750,37.7,25,0,0
3174,38.1,88,7,86
2567,38.7,90,0,104
9947,35,80,0,90
3441,38.051,-93,0,89.7
3823,38.7,82.69,0,0
1043,39,57.69,12.69,84.1
885,38.7,48.9,0,30
8264,39,82.69,12.69,74
3873,37,90,0,97.162
1344,20,75,0,90
4491,38.4,59.9,0,48.1
1389,37.9,45,0,18.5
885,38.7,82.69,12.69,74.6
10156,38,90,45,64.7
1249,37.69,0,0,-56.95
770,26,76,0,25
879,39,80,0,95
3760,39,15,0,-55
7155,39,85,0,0
9080,35,80,10,80
18082,38.5,90,0,102.2
843,37.5,90,0,118.5
1922,37.9,60,0,0
622,38,45,0,19.25
1349,37.8,30,0,-4.9
5174,37.7,90,45,65
1523,38.05,45,0,19
7616,38.1,0,-120,75.41
4070,38.7,180,90,178
4745,35,90,25,84.1
4603,38,-20,110,-100
1074,38.7,82.69,12.69,75.45
2133,38.7,82.69,12.69,83
3981,39,82.69,60,0
9824,38.7,82,12.69,80
8652,37.9,87,90,34
966,39,40,0,75
1356,38.2,45,12.69,47.17
4679,38.15,90,0,103.78
5049,38.7,80,0,70
2023,38,-120,0,56.76
334,37.9,30,0,-4.05
3272,38,73.67,0,55
6975,37.7,0,0,54.1
3347,39,45,0,0
1139,37.5,82.69,12.69,84.1
783,37.8,0,0,-90
1915,37.8,110,90,55
4173,38,85,90,49.5
12203,35,70,0,0
517,39,25,0,-1.6
1268,38.7,82.69,12.69,81.5
1772,38.7,-150,179.99,179.47
1724,38.5,90,0,83.7983
1687,37.5,96,0,105
683,38.055,-94.6,0,90
1115,38.7,86,12.69,84.1
2727,34,70,50,50
3265,38,45,0,15
294,0,0,0,105
3573,38.05,-93,0,90
2585,38.7,0,0,-25
1130,37,49,0,23.6
9762,38.7,82.69,12.69,84.1
1548,37.7,82.69,12.69,60
3767,26.89,90,0,92.6
1166,39,90,0,100
855,38,30,0,0
2717,38.7,0,0,-20
801,38.03,90,0,91.6
5134,37.7,0,0,-45.3
4347,39,99,0,121
1442,37.6,0,0,-62.5
2899,37.7,50,12.69,15
1752,37.7,30,0,-1.5
9628,37.95,45.5,0,19.7
386,38.7,90,0,101.75
1555,29,90,0,95
955,37.56,70.45,24.47,89.55
3353,35,90,0,90
7836,38.7,0,70,60
1015,38.7,82.69,12.69,71
1912,35,-90,12.69,84.1
6980,38.28,90,0,104.5
2087,28,-135,135,-123
1759,38.2,90,0,99.76
5669,37.9,38,0,0
4560,37,80,0,0
1354,38,-50,-50,-120
1391,39,100,0,126
1970,38.7,82.69,12.69,72
2319,37,49,0,24.9
829,38,45,0,19.75
2333,37.7,0,0,-54.4
7766,37.9,45.6,0,15.5
2231,38,30,0,9
1485,39,90,90,55.4
968,37.78,0,0,50.35
940,37.7,0,0,-52
1179,34,180,12.69,84.1
706,37.9,0,0,0
15513,38.05,-90,0,90
888,25,50,-160,180
1451,16,60,12.69,84.1
781,39,90,0,101.03
8359,37,0,0,110
4435,38.7,82.69,12.69,84.1
6926,39,45,45,11
7194,38.75,54.13,1.44,34.22
6297,38.7,90,20,90
3664,38.7,84.5,12.69,84.1
2210,38,95,85,53.45
2883,37.95,45.6,0,19.35
867,37.5,90,0,118
10492,37.8,50,15.83,84.1
3842,38,88,0,93
11644,37.8,-180,-180,120
1395,38,-60,100,86
857,38.3,90,10,92
5993,38.7,48,0,29.5
16317,36,60,110,40
1098,37.7,0,0,-55.3
42,39,82.69,-90,84.1
2863,38.05,90,45,67
3951,38,70,0,30
1657,38.5,90,0,97.9839
4071,38,65.33,0,55
1152,37.3,30,0,-7.4
889,38.5,-80,0,140
5716,37.95,84,20,69.5
1385,38.5,70,0,63
799,37.9,80,10,69
2881,38.9,90,0,101.2
2254,38.7,82.69,12.69,84.1
2608,36,90,85,40
1426,38.7,82.69,12.69,76
596,38.7,48,0,28.5
206,36,-170,0,110.8
3271,37.75,0,0,-56
3161,38.1,82.69,12.69,74.8
10224,37.8,40,0,6.5
15681,37.5,-90,-50,-180
844,38.7,120.69,-10.11,150.11
5480,38.7,82.69,12.69,80.1
5134,37.7,40,12.69,-3
3228,38.1,82.69,0,82.2
5080,38.7,82.69,12.69,74
1243,38.7,33,0,7
2527,37.7,50,12.69,45
2735,38,60,0,41.4
5071,38.055,-90,0,97.783
6766,38,90,90,44
4355,38.7,90,12.69,83.5
3270,38.7,80,8,89
5598,39,65,0,25
727,38,13,30,-70
4266,35.8,-90,0,97
4039,39,15,0,-60
9985,37,0,0,80
2229,12,82.69,12.69,84.1
2829,38.5,60,0,45
3876,38.7,70,0,110
1161,38,-60,100,84
180,20,90,90,40.9
5714,30,80,15,64
1413,36,62.69,12.69,84.1
1229,38.8,59.9,0,48.1
2029,38.9,90,90,50
4668,37.8,60,0,47
28351,36,47,0,25
232,17.05,90,90,45
7001,39,90,92.69,80.1
11589,38.1,102,0,127.2
4325,38.03,90,0,99
149,14.7,5,0,-180
1143,39,90,0,110
1200,37.5,90,0,103.7
8474,36.6,87.69,12.69,84.1
11811,38.65,82.69,12.69,83.5
627,37.35,0,0,-48.8
4990,38.05,-90,0,82.92967
5768,34,90,0,97.162
1688,38.05,65.12,0,55
337,38.7,82.69,-30,84.1
6269,20,-20,-90,0
1146,38,82,12,66.5
1032,38,30,0,30
8340,37.6,82.69,12.69,84.1
1299,39,60,0,47.7
1220,37,-120,15,75
2278,37.75,75,0,70
10438,38.7,82.69,20,84.1
3452,38.7,82.69,12.69,84.1
4182,38.03,-90,0,92
1526,35,85,10,88
686,37.9,150,0,-114
3801,39,60,-60,120
1236,37.69,0,0,-56.23
1122,38.5,37.69,12.69,10
2068,38.05,65,0,52.8
2380,37.6,0,0,-16
5978,38.7,82.69,12.69,84.1
4642,37,-85,-34,170
4195,39,30,0,50
7349,38.2,90,0,102
3735,37.8,0,0,-55.6
7869,38.3,82.69,12.69,72.23
1001,28,-154,135,-135
4807,38,66.3,0,56.52
3519,38.7,82.69,12.69,84.1
3225,38,60,0,15
827,37.75,0,0,-51.2
5859,37.5,45,0,19
812,38.7,90,90,84.1
1408,35,90,135,180
1186,38.5,90,0,92.6311
1087,35,30,0,60
2420,37.7,50,12.69,18
7992,37.8,110,0,135.5
2324,37.5,28,12.69,-40
2174,26,90,0,14.56
2593,28,-135,135,-116.6
1187,39,52.69,12.69,84.1
1815,38.7,82.69,12.69,83.9
435,37.78,0,0,-50.45
1426,38.05,60,0,104
3521,29,90,0,99
5818,38.7,70,12.69,84.1
850,37.7,82.69,12.69,72.8
95,10,180,180,180
4383,38.197,90,0,100
2998,39,25,100,170
11485,38,-120,0,55.9
2209,37.8,0,0,-48.7
2262,39,135,90,90
487,38.5,-40,0,-101.7
3775,38.7,70,0,55
357,32.46,3.75,0,-10.67
1481,39,60,0,46.7
3046,37.7,45,0,15
81,14,-120,70,84.1
1430,38.1,82.69,12.69,72.85
976,38.3,82.69,12.69,74.5
11258,38.7,82.69,12.69,75
1192,37.75,0,0,-49.5
4702,38.25,90,0,110.55
884,38.7,82.69,12.69,76.47
2313,35,90,12.69,84.1
1116,37.5,90,0,96.4
11627,38.7,-30,0,-90
1271,39,45,0,45
2579,38.7,74,0,70.35
29000,38.6,82.69,12.69,84.1
4591,38,82.69,12.69,77
25301,38.5,82.69,12.69,84.1
927,38.7,20,20,20
1781,38.9,88.5,10,82.6
1067,38.7,82.69,12.69,75.1
724,31.1,80,0,50
3754,38.7,90,12.69,-100
7018,38.3,88,7,86
6089,37.7,50,12.69,16
3809,38,90,15,64
1421,38.4,90,0,102.3
3718,38.1,-90,0,101.9558753
338,37.8,0,0,-49.5
2508,38.7,80,0,-120
3291,39,70,0,105
879,37.5,-157.5,0,-20
874,38,80,0,80
515,35,0,0,180
9872,37.7,0,0,-27
3409,37.856,-90,0,100
774,38,90,0,109
15009,38.7,60,0,40.4
2340,37,60,0,90
13323,38.1,88,8.4,84.45
1448,37.2,90,0,100
1438,37.5,45,0,19
2764,38.7,-82.69,12.69,43
1301,38.5,90,0,116.22216
1921,38,84,7,84.1
2394,38.7,60,0,45
2332,37.7,0,0,-52.9
1304,38,45,0,15
9786,37.8,50,15.83,84.1
2238,38,85,12.69,74.5
822,38,-180,-180,129
1420,38,-60,100,83
7063,38,70,0,59.2
2404,38,82.69,12.69,71.5
2917,39,55,0,30
2556,38.2,90,0,98
85,20,0,0,60
17925,37.9,45,1,20
1157,39,85,0,50
8452,37,-20,0,-20
4496,38.7,82.69,12.69,70
660,38.7,90,0,102
2034,39,72.69,12.69,84.1
2023,35,-130,180,160
3862,37.8,75,12.69,73
1894,38.7,82.69,12.69,84.1
2994,38.7,45,90,8
1156,38.5,87.7,12.69,84.1
10187,37.8,-15,0,-67
10972,38.1,-120,0,56.8
1770,38.7,80,0,80
11606,28.36,71.58,20.56,78.21
674,38.518,90,0,101.97
11735,38,40,0,20
15984,39,0,60,10
2513,38.3,80,0,-120
2727,38.03,90,0,99.8
1168,38.7,60,-10,54.2
16077,35,80,0,75
1544,38.1,82.69,12.69,72.25
758,37,13,30,110
3299,38.5,90,0,101.25
3689,38.7,82.69,12.69,84.1
2889,39,0,0,-27.5
1031,37.8,0,0,-47.8
3688,38.7,90,0,20
1158,20,90,0,60
981,33,82.69,12.69,84.1
1540,38.7,0,12,66
959,38.5,90,0,102.241
2723,39,0,0,-50
2145,37.85,110,90,56
13228,22.65,82.69,12.69,35.32
765,35,30,0,-5
508,38.7,82.69,12.69,75.4345
1003,37.8,0,0,-56
17534,38.7,89,0.7,100
1849,37.77,30.2,0,-9.1
362,37.78,0,0,-50.41
876,38.7,82.69,12.69,80.1
3489,38.4,66.4,0,56.4
4162,37.79,0,0,-49.5
1102,37.65,0,0,-55
1009,25,82.69,12.69,84.1
1700,38,0,0,-44
964,38.66,82.69,12.69,84.1
9528,38.7,82.69,12.69,84.1
886,37.9,90,45,63.4
2076,38.7,82.69,12.69,84.1
4313,39,-15,0,10
3413,39,82.69,25,0
3191,36,50,0,20
3954,38.7,75,0,0
2691,38.7,82.69,12.69,75.25
5473,38.3,90,0,102.7
4305,38,-130,-21,84.1
1940,38,82.69,12.69,74
2342,38.7,82.69,12.69,71.3
1174,37.7,15,0,-40
930,37.9,-170,180,140
6524,38.3,-90,0,120
965,38.16,74.9,0,70
9563,38,90,12.69,86.97
2438,38,90,0,97
5133,38.65,90,0,102.2
8165,37,85,0,0
5996,38,65,0,70
1210,38.7,82.69,12.69,75.2
1952,38.7,82.69,12.69,84.1
1524,38.7,82.69,10,80
1110,38.5,90,0,101.293
6743,38.8,82.69,12.69,84.1
751,37.7,30,0,-7.4
4533,38.7,82.69,12.69,82.5
4954,30,120,12.69,84.1
1287,38.5,-40,0,-96.1
21787,34,90,0,140
2905,35,82.69,12.69,75
2390,38.7,75,20,45
8967,38.3,90,0,97.1
8649,37.9,45,0,16.2
8821,20,20,-90,0
7015,20,95,60,90
1220,37,-42,0,-122.5
889,37.9,30,0,0
847,37.77,32,0,-9.1
1550,38,55,0,75
1370,37.7,40,12.69,3
986,37.55,0,0,-62
2942,38.65,82.69,12.69,75.43
2709,38.7,82.69,12.69,74.8
1011,38.3,85,15,78.1
4754,38.3,70,0,57
8901,37.8,-30,0,-108.4
2366,38.1,82.69,12.69,72.81
1923,38.3,70,0,61.3
2095,38.7,90,90,120
4867,38,45,0,19.15
895,39,25,0,0
6574,38.5,60,0,40
1532,39,90,0,90
1930,38.7,60,0,50
432,29,90,0,97.5
5548,39,90,150,-170
3029,38.7,90,0,70
1809,37.7,15,15,41.7
778,37.8,110,90,61
1126,26,84,0,25
5139,37.8,50.1,12.69,15.39
785,37.9,90,45,63
2385,38.2,105,0,75
1870,37.5,95,0,105
30,37,-170,10,165
11503,38.3,90,0,101.5
2672,38.7,12.69,12.69,0
865,38.7,82.69,12.69,75.52
13524,35,180,90,-165
3693,37.6,0,0,-61
986,37.5,-15,0,-84
13194,38.2,49,0,24.9
8715,25,130,12.69,84.1
1028,37,90,15,90
6344,25,-145,135,-135
1474,37.9,-30,0,-122
1923,38,-10,-50,-149
2944,39,120,12.69,84.1
690,37.98,45,0,18.95
2703,37.8,-15,0,-60
2091,38.197,90,0,99.5
1105,37.67,87,90,33
816,38,45,0,19
1736,38,45,0,19
2892,38,-56,0,-132
1913,36,100,0,110
879,38.5,90,0,-170
679,37.85,150,0,-115.6
9009,38.4,90,0,99
16714,38.7,82.69,12.69,84.1
8025,38.576,90,0,97.1
4687,38.7,89,0,100
6048,38.7,43.15,15,0
5653,38.5,90,0,110.5
9142,38,0,0,0
4383,38,45,0,19
1272,39,59.9,0,47.5
8745,37,70,0,80
2446,38.7,82.69,12.69,81
11324,25,90,0,90
1065,37.78,0,0,-5
372,8,90,0,0
3710,38.7,-112.69,12.69,-63
859,38.21,90,0,99.9
7714,37.95,87,20,69.5
1350,30,82.69,12.69,76.1
1389,38.2,90,12.69,84.1
4034,39,82.69,75,0
7412,38.05,-120,0,55.8
5314,38.7,82.69,12.69,73
2593,38,68,0,57
2399,15,82.69,12.69,84.1
815,37,82.69,0,80.1
4782,38,40,0,23
6948,30,0,0,-90
5345,39,86,12.69,84.1
2031,38.3,82.69,12.69,76.3
872,31,95,0,50
764,37.8,30,0,-6
3642,38,0,0,-105
1365,38,49,0,25
878,38.055,-97,0,90
7571,37.5,75,18,81
879,38.7,82.69,12.69,82.5
1855,37.5,90,15,44
813,38.7,82.69,12.69,75.3
1617,38,0,0,-41
1672,25,82.69,12.69,60
2050,39,90,0,110
3565,38,-93,0,90
9816,38.7,60,-10,51
8544,38,110,12.69,160
11766,26.25,71.58,20.56,78.21
863,38.7,82.69,12.69,79
1109,38.2,90,0,101.38
2957,37.6,0,0,-60
762,37.9,50,0,75
1098,39,-45,0,0
3608,38.7,20,0,-20
6214,38,90,90,42.98
1400,39,90,0,85
181,30,150,150,180
1016,37.8,-15,0,-74.2
10112,38.7,82.69,77.31,12
7922,38.7,86,12.69,84.1
818,37.7,45,45,-9.6
1504,38,60,0,49
750,37.6,-40,0,-125
5640,38.7,74,0,70.6
1794,38.7,82.69,12.69,84.1
1118,28,-150,135,-135
8143,39,80,0,65
974,39,105,0,120
4700,39,86,12.69,84.1
4482,38,85,90,40
8841,38,44,0,19
989,38.7,0,0,-27
3623,38.7,85,12.69,84.1
1623,38.7,82.69,12.69,90
8831,38.7,77,0,62
1200,38.7,180,90,-178
754,38,82.69,12.69,71.3
2338,38.7,82.69,12.69,71.3
524,37,13,12.69,110
13662,37,90,0,90
2228,35,150,110,120
3243,35,20,-90,0
177,15,30,12.69,84.1
3595,38,45,0,19.3
2506,38,50,0,35
15439,37.7,86.69,12.69,78.1
1814,39,90,0,0
1162,38.1,82.69,12.69,72.23
942,38.8,102,0,127.2
9677,30,45,0,30
1599,39,59.9,0,47.9
23958,37,49,0,25.5
5631,38.1,85.5,12.69,85
4724,38,45,0,19.1
1130,38.7,0,160,0
2607,38.7,82.69,12.69,84.1
1125,37.81,30.1,0,-9
2897,39,90,90,54.8
1394,38.6,90,0,132
18245,38,90,0,165
5525,38.5,90,0,101.1
9513,38.7,82,12.69,79
3539,38.22,90,0,99.83
1976,37.75,0,0,-51.7
5245,38.7,0,110,-120
12083,37.9,45,12.69,0.02
510,38.7,60,-10.05,53.79
1737,37,90,0,100
9840,37.7,-180,-180,120
7437,38,60,0,42
3234,37.5,30,0,-6
2334,12,90,0,0
5345,37.9,-30,0,-99.2
5207,38,90,0,90
805,37.74,30,0,0
2887,38.7,87.5,12.69,84.1
4142,39,60,0,50
4187,38,66.67,0,55
5186,38.7,82.69,12.69,77.5
2390,38.05,80,0,90
197,39,80,0,81.1
2849,38.7,0,0,-50
994,37.7,50,12.69,13
2417,34,90,0,14.56
102,22.5,60,70,120
3798,38.7,82.69,12.69,70
1374,38.7,82.69,12.69,60
4643,38.4,70,0,64
7595,38.7,0,0,70
6503,38.7,70,180,80
934,38.5,90,0,92.59069
3693,38.7,82.69,12.69,84.1
14592,38.7,82.69,12.69,86
15358,38.4,90,0,102
22437,39,90,0,50
10086,38.03,90,0,102
1277,38.055,-90,0,92
1531,38.5,90,0,102.8
3875,35,85,0,71
368,37.8,0,0,-49.5
1989,37,82.69,12.69,87
882,37.9,0,0,-46.18
2193,38.7,82.69,12.69,84.1
4940,38,-80,-50,-145
2412,38.7,82.69,12.69,76
2926,38.7,82.69,12.69,78
8301,37.8,50,12.69,50
925,20,45,0,30
756,38.7,80,0,84.1
5084,38,69,0,55
643,38.05,85,90,35.6
3386,38.7,85,0,77
1269,37.85,-30,0,-102.9
2886,39,30,0,-40
2723,38.7,90,12.69,87.5
3713,38.7,82.69,12.5,84.1
8958,38.1,59.85,0,41.13
952,36,50,0,30
11643,38.7,45,12.69,84.1
563,37.7,0,0,-48
8788,38.7,82.69,12.69,84.1
1235,26,51,0,25
5888,38.4,80,0,82
1197,37.74,27,0,-9
10974,30,90,0,84.1
1213,37.9,30,0,-4.6
1741,38.2,90,0,99.72
191,8,30,0,90
1361,38.7,82.69,12.69,74.1
734,37.5,-157,0,-20
2564,39,90,0,105
18160,16,90,0,90
1917,37.5,82.69,12.69,75
21253,30,45,0,-90
2065,38.7,22,78,78
2435,38.054,-6.5,90,180
6980,37.5,82.69,0,-30
5526,36,0,0,90
1109,37,90,12.69,90
2098,37.8,0,0,-53.5
774,37.8,0,0,-48
2053,37.9,0,0,-15
6027,38.1,-80,-50,-144.5
1073,38.3,90,0,101.45
2155,39,80,12.69,84.1
752,38,0,0,-50
2418,25,-85,0,-180
329,30,85,0,20
3189,35,160,125,150
4228,33,97,15,90
1063,39,0,0,10
1289,38.7,82.69,12.69,75.3
2740,38.7,75,15,52.5
2349,38.7,82.69,12.69,71.3
4032,37.78,0,0,-44.5
2349,10,90,45,60
7347,38.4,85,0,92
4681,29,20,-90,0
949,37.5,-15,0,-95
6915,34,90,0,0
5123,30.7,90,160,130
2747,39,70,0,80
1154,38.7,82.69,12.69,79
3421,38.5,88.42,92.69,164.1
1058,37.5,90,0,100
7900,38,81.7,12.69,68.2
924,38.1,82.69,12.69,72.125
3777,38.7,82.69,12.69,84.1
1038,38.7,82.69,12.69,84.1
1243,38.5,47.69,12.69,84.1
991,38.7,82.69,12.69,75.45
2639,38.5,88,12.3,95
2783,26,60,0,34
1276,38.07,-90,0,97
775,38.1,-120,0,56.8
3044,33,-30,0,0
25669,38.054,-94.6,0,90
1896,38.18,70,0,37
2104,38,60,0,48.4
1547,38.3,82.69,12.69,74.5
1915,39,80,10,53
9377,38,110,90,80
943,38.7,82.69,12.69,90
4973,39,55,0,70
11308,38.7,82.69,12.69,75.45
4539,38.052,-100,0,90
11473,37.8,0,0,-47
2355,34.467,82.69,12.69,84.1
2132,38.7,110,12.69,90
7577,38.7,75,12.69,84.1
3839,29,90,0,90
2803,38.1,82.69,12.69,75.1
4111,37.9,60,0,45
1270,37.6,0,0,-58
1127,38.3,82.69,12.69,75.5
2157,38.1,-120,0,56.4
2197,38.4,90,0,100.9
3589,38,85,12.69,73.5
5290,37.9,110,90,140
15137,38.055,-90,0,90
1793,39,50,0,85
2594,35,80,0,80
2041,38.7,-80,0,80
1757,38,-170,75,160
2280,39,90,0,85
2294,37,90,0,0
7422,37.8,45,0,18.42
1760,37.7,82.69,12.69,84.1
5336,36,54,12,-28
2910,39,90,90,54.9
1623,36,70,0,50
2832,38,68.33,0,55
6341,35,60,0,60
1321,38.38,90,0,101.8
9385,36,80,12.69,82
1876,37.7,35,12.69,75
762,38.7,180,90,178
1553,38.3,90,0,94.26
10861,38.3,102,0,127.2
4921,39,-60,0,-134
6702,38.5,90,0,101.9
4583,38.7,82.69,12.69,84.1
1893,38.052,-95,0,89.97
3752,38.7,90,12.69,88.7
1354,37.65,0,0,-57.5
959,39,-40,0,-92.5
4237,38,25,15,-16.35
883,26.5,91,0,20
980,37.7,-170,180,160
808,38.7,82.69,12.69,75.7
783,38.5,90,0,101.419
14365,38.054,-94.6,0,89.7
2342,38.6,-60,0,-142
506,37.8,0,0,-49.5
770,38.7,82.69,12.69,82.1
22162,38.6,60,-10.01,53.68
2152,38,95,0,110
2239,38.6,-90,110,25.2
6064,38.5,82.69,12.69,72
12782,36,78,0,90
6239,35.6,-65,0,120
2015,37.9,90,0,0
5640,38.7,82.69,12.69,81.1
1505,38,82.69,12.69,72.5
3039,39,25,0,40
3413,38.7,82.69,12.69,75.5
5224,35,90,0,180
5755,38.7,-90,180,-85
2192,38.95,82.69,12.69,84.1
3406,38.23,90,0,99.86
13912,37.99,88.7,12.69,84.1
1752,37.7,90,0,105
1099,38.5,82.69,12.69,74.1
2229,37.68,0,0,-56
10533,38.7,82.69,12.69,70
935,33,12,12.69,84.1
16318,25,40,80,170
3244,37.5,30,0,-3
735,38.7,82.69,12.69,84.1
4878,29,-20,-90,0
1307,38.7,82.69,12.69,74.5
4710,38.7,82.69,12.69,75
589,38,0,0,-56
750,38.1,30,0,-4
953,38.68,82.69,12.69,84.1
3046,39,-150,179.98,179.54
4390,35,60,0,43
3597,38.7,-30,0,10
2150,39,90,0,90
842,30,60,70,0
2109,37.73,0,0,-56
1135,28,90,0,14.56
456,38,60,0,40.9
6296,38,45,0,11
21722,38.7,82.69,12.69,84.1
568,32.46,3.75,0,-6.78
9431,37.9,-30,0,-94
5215,38,45,0,25
759,38.7,82.69,12.69,84.1
4789,38.5,90,0,102.207
4022,38.6,90,0,98.12
3188,38,90,90,37.5
3323,33,90,0,90
440,39,45,0,25
3670,38,90,90,40.5
5552,25,-140,135,-135
6255,38.3,70,0,69
7277,39,110,12.69,9.1
3939,38.6,82.69,12.69,75
2725,30,60,0,38
677,38.7,60,-10,53.79
780,26.8,89,0,20
4551,37.69,0,0,-59.25
2358,39,50,0,84.1
1575,21,90,0,96.71
1037,37.7,13,30,-60
1775,29,90,0,70
3236,37.5,30,0,-5
491,37.7,90,90,38
3494,38.7,82.69,12.69,84.1
2257,31,0,-90,0
1325,37.9,-32,0,-122
5351,37.85,110,90,57.83
2733,37.5,-156.1,0,-20
5737,38.7,93,12.69,84.1
2353,38.7,12.7,12.69,84.1
2050,38.7,0,0,0
21551,39,95,12.69,77.5
5347,38.4,90,20,83
1249,38.03,90,0,97
2167,37.68,0,0,-60.8
